Description,Manufacturer,Part Number,Rating,Load Center Type,Spaces,Circuits,Load Center Use,Mount,Load Center Features,BRSID
"Siemens 100A Main Breaker Loadcenter, 30 Space, 30 Circuit, Indoor, Flush Mount, DISCONTINUED",Siemens,S3030B1100,100,Main Breaker,30,30,Indoor,Flush,DISCONTINUED,LOAD-CENTER-Siemens-S3030B1100
"Siemens 200A Main Breaker Loadcenter, 30 Space, 40 Circuit, Indoor, Flush Mount, DISCONTINUED",Siemens,S3040B1200,200,Main Breaker,30,40,Indoor,Flush,DISCONTINUED,LOAD-CENTER-Siemens-S3040B1200
"Siemens 200A Main Breaker Loadcenter, 30 Space, 60 Circuit, Indoor, Flush Mount, DISCONTINUED",Siemens,S3060B1200A,200,Main Breaker,30,60,Indoor,Flush,DISCONTINUED,LOAD-CENTER-Siemens-S3060B1200A
"Siemens 200A Main Breaker Loadcenter, 40 Space, 40 Circuit, Indoor, Flush Mount, DISCONTINUED",Siemens,S4040B1200,200,Main Breaker,40,40,Indoor,Flush,DISCONTINUED,LOAD-CENTER-Siemens-S4040B1200
"Siemens 100A Main Breaker Loadcenter, 12 Space, 24 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN1224B1100,100,Main Breaker,12,24,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN1224B1100
"Siemens 125A Main Lug Only Loadcenter, 12 Space, 24 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN1224L1125,125,Main Lug Only,12,24,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN1224L1125
"Siemens 125A Main Lug Only Loadcenter, 16 Space, 32 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN1632L1125,125,Main Lug Only,16,32,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN1632L1125
"Siemens 100A Main Lug Only Loadcenter, 20 Space, 40 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN2040B1100,100,Main Lug Only,20,40,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN2040B1100
"Siemens 200A Main Breaker Loadcenter, 20 Space, 40 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN2040B1200,200,Main Breaker,20,40,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN2040B1200
"Siemens 125A Main Breaker Loadcenter, 20 Space, 40 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN2040L1125,125,Main Breaker,20,40,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN2040L1125
"Siemens 125A Main Lug Only Loadcenter, 24 Space, 24 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN2424L1125,125,Main Lug Only,24,24,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN2424L1125
"Siemens 125A Main Lug Only Loadcenter, 24 Space, 48 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN2448L1125,125,Main Lug Only,24,48,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN2448L1125
"Siemens 125A Main Breaker Loadcenter, 30 Space, 30 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN3030B1125,125,Main Breaker,30,30,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN3030B1125
"Siemens 150A Main Breaker Loadcenter, 30 Space, 30 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN3030B1150,150,Main Breaker,30,30,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN3030B1150
"Siemens 100A Main Breaker Loadcenter, 30 Space, 48 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN3048B1100,100,Main Breaker,30,48,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN3048B1100
"Siemens 200A Main Lug Only Loadcenter, 30 Space, 48 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN3048B1200,200,Main Lug Only,30,48,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN3048B1200
"Siemens 125A Main Breaker Loadcenter, 30 Space, 48 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN3048L1125,125,Main Breaker,30,48,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN3048L1125
"Siemens 200A Main Lug Only Loadcenter, 30 Space, 48 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN3048L1200,200,Main Lug Only,30,48,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN3048L1200
"Siemens 200A Main Breaker Loadcenter, 40 Space, 40 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN4040B1200,200,Main Breaker,40,40,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN4040B1200
"Siemens 200A Main Lug Only Loadcenter, 40 Space, 60 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN4060B1200,200,Main Lug Only,40,60,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN4060B1200
"Siemens 225A Main Lug Only Loadcenter, 54 Space, 82 Circuit, Indoor, Flush Mount, Plug-On Neutral",Siemens,SN5482L1225,225,Main Lug Only,54,82,Indoor,Flush,Plug-On Neutral,LOAD-CENTER-Siemens-SN5482L1225
"Siemens 200A Main Breaker Loadcenter, 8 Space, 16 Circuit, Outdoor, Surface Mount, Plug-On Neutral, Feed-through Lugs",Siemens,SNW0816B1200T,200,Main Breaker,8,16,Outdoor,Surface,"Plug-On Neutral, Feed-through Lugs",LOAD-CENTER-Siemens-SNW0816B1200T
"Siemens 200A Main Lug Only Loadcenter, 8 Space, 16 Circuit, Outdoor, Surface Mount, Plug-On Neutral, Feed-through Lugs",Siemens,SNW0816L1200T,200,Main Lug Only,8,16,Outdoor,Surface,"Plug-On Neutral, Feed-through Lugs",LOAD-CENTER-Siemens-SNW0816L1200T
"Siemens 125A Main Lug Only Loadcenter, 12 Space, 12 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW1212L1125,125,Main Lug Only,12,12,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW1212L1125
"Siemens 100A Main Breaker Loadcenter, 12 Space, 24 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW1224B1100,100,Main Breaker,12,24,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW1224B1100
"Siemens 125A Main Lug Only Loadcenter, 12 Space, 24 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW1224L1125,125,Main Lug Only,12,24,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW1224L1125
"Siemens 200A Main Breaker Loadcenter, 12 Space, 24 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW1224L1200,200,Main Breaker,12,24,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW1224L1200
"Siemens 125A Main Lug Only Loadcenter, 16 Space, 32 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW1632L1125,125,Main Lug Only,16,32,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW1632L1125
"Siemens 200A Main Breaker Loadcenter, 20 Space, 40 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW2040B1200,200,Main Breaker,20,40,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW2040B1200
"Siemens 200A Main Lug Only Loadcenter, 20 Space, 40 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW2040L1200,200,Main Lug Only,20,40,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW2040L1200
"Siemens 125A Main Breaker Loadcenter, 24 Space, 24 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW2424B1125,125,Main Breaker,24,24,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW2424B1125
"Siemens 125A Main Lug Only Loadcenter, 24 Space, 24 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW2424L1125,125,Main Lug Only,24,24,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW2424L1125
"Siemens 150A Main Breaker Loadcenter, 30 Space, 48 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW3048B1150,150,Main Breaker,30,48,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW3048B1150
"Siemens 200A Main Breaker Loadcenter, 30 Space, 48 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW3048B1200,200,Main Breaker,30,48,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW3048B1200
"Siemens 200A Main Lug Only Loadcenter, 30 Space, 48 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW3048L1200,200,Main Lug Only,30,48,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW3048L1200
"Siemens 200A Main Breaker Loadcenter, 40 Space, 40 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW4040B1200,200,Main Breaker,40,40,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW4040B1200
"Siemens 125A Main Lug Only Loadcenter, 40 Space, 40 Circuit, Outdoor, Surface Mount, Plug-On Neutral",Siemens,SNW4040L1200,125,Main Lug Only,40,40,Outdoor,Surface,Plug-On Neutral,LOAD-CENTER-Siemens-SNW4040L1200
"Siemens 200A Main Breaker Loadcenter, 8 Space, 16 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW0816B1200T,200,Main Breaker,8,16,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW0816B1200T
"Siemens 100A Main Breaker Loadcenter, 12 Space, 24 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW1224B1100,100,Main Breaker,12,24,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW1224B1100
"Siemens 125A Main Lug Only Loadcenter, 12 Space, 24 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW1224L1125,125,Main Lug Only,12,24,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW1224L1125
"Siemens 100A Main Breaker Loadcenter, 16 Space, 24 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW1624B1100,100,Main Breaker,16,24,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW1624B1100
"Siemens 125A Main Lug Only Loadcenter, 16 Space, 24 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW1624L1125,125,Main Lug Only,16,24,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW1624L1125
"Siemens 200A Main Breaker Loadcenter, 20 Space, 40 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW2040B1200,200,Main Breaker,20,40,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW2040B1200
"Siemens 200A Main Lug Only Loadcenter, 20 Space, 40 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW2040L1200,200,Main Lug Only,20,40,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW2040L1200
"Siemens 150A Main Breaker Loadcenter, 30 Space, 40 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW3040B1150,150,Main Breaker,30,40,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW3040B1150
"Siemens 200A Main Breaker Loadcenter, 30 Space, 40 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW3040B1200,200,Main Breaker,30,40,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW3040B1200
"Siemens 200A Main Lug Only Loadcenter, 30 Space, 40 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW3040L1200,200,Main Lug Only,30,40,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW3040L1200
"Siemens 200A Main Breaker Loadcenter, 40 Space, 40 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,SW4040B1200,200,Main Breaker,40,40,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-SW4040B1200
"GE 125A Main Breaker Loadcenter, 12 Space, 12 Circuit, Outdoor, Surface Mount",GE,TLM1212RCU,125,Main Breaker,12,12,Outdoor,Surface,,LOAD-CENTER-GE-TLM1212RCU
"GE 200A Main Lug Only Loadcenter, 20 Space, 40 Circuit, Outdoor, Surface Mount",GE,TLM2020RCU,200,Main Lug Only,20,40,Outdoor,Surface,,LOAD-CENTER-GE-TLM2020RCU
"GE 125A Main Lug Only Loadcenter, 24 Space, 24 Circuit, Outdoor, Surface Mount",GE,TLM2412RCU,125,Main Lug Only,24,24,Outdoor,Surface,,LOAD-CENTER-GE-TLM2412RCU
"GE 125A Main Lug Only Loadcenter, 8 Space, 16 Circuit, Outdoor, Surface Mount",GE,TLM812RCU,125,Main Lug Only,8,16,Outdoor,Surface,,LOAD-CENTER-GE-TLM812RCU
"GE 200A Main Breaker Loadcenter, 8 Space, 16 Circuit, Outdoor, Surface Mount",GE,TSM820CSCU,200,Main Breaker,8,16,Outdoor,Surface,,LOAD-CENTER-GE-TSM820CSCU
"Midwest 200A Main Breaker Loadcenter, 4 Space, 4 Circuit, Outdoor, Surface Mount",Midwest,U281C1,200,Main Breaker,4,4,Outdoor,Surface,,LOAD-CENTER-Midwest-U281C1
"Siemens 100A Main Breaker Enclosure Loadcenter, 2 Space, 2 Circuit, Outdoor, Surface Mount",Siemens,W0202MB1100CU,100,Main Breaker Enclosure,2,2,Outdoor,Surface,,LOAD-CENTER-Siemens-W0202MB1100CU
"Siemens 150A Main Breaker Enclosure Loadcenter, 2 Space, 2 Circuit, Outdoor, Surface Mount",Siemens,W0202MB1150CU,150,Main Breaker Enclosure,2,2,Outdoor,Surface,,LOAD-CENTER-Siemens-W0202MB1150CU
"Siemens 200A Main Breaker Enclosure Loadcenter, 2 Space, 2 Circuit, Outdoor, Surface Mount",Siemens,W0202MB1200CU,200,Main Breaker Enclosure,2,2,Outdoor,Surface,,LOAD-CENTER-Siemens-W0202MB1200CU
"Siemens 200A Main Breaker Enclosure Loadcenter, 2 Space, 2 Circuit, Outdoor, Surface Mount",Siemens,W0202ML1200CU,200,Main Breaker Enclosure,2,2,Outdoor,Surface,,LOAD-CENTER-Siemens-W0202ML1200CU
"Siemens 60A Main Lug Only Loadcenter, 2 Space, 4 Circuit, Outdoor, Surface Mount",Siemens,W0204ML1060,60,Main Lug Only,2,4,Outdoor,Surface,,LOAD-CENTER-Siemens-W0204ML1060
"Siemens 60A Main Lug Only Loadcenter, 2 Space, 4 Circuit, Outdoor, Surface Mount",Siemens,W0204ML1060U,60,Main Lug Only,2,4,Outdoor,Surface,,LOAD-CENTER-Siemens-W0204ML1060U
"Siemens 150A Main Breaker Loadcenter, 4 Space, 4 Circuit, Outdoor, Surface Mount",Siemens,W0404MB1150CTS,150,Main Breaker,4,4,Outdoor,Surface,,LOAD-CENTER-Siemens-W0404MB1150CTS
"Siemens 200A Main Breaker Loadcenter, 4 Space, 4 Circuit, Outdoor, Surface Mount",Siemens,W0404MB1200CT,200,Main Breaker,4,4,Outdoor,Surface,,LOAD-CENTER-Siemens-W0404MB1200CT
"Siemens 200A Main Breaker Loadcenter, 4 Space, 4 Circuit, Outdoor, Surface Mount",Siemens,W0404MB1200CTS,200,Main Breaker,4,4,Outdoor,Surface,,LOAD-CENTER-Siemens-W0404MB1200CTS
"Siemens 60A Main Lug Only Loadcenter, 4 Space, 8 Circuit, Outdoor, Surface Mount",Siemens,W0408L1125SPA60,60,Main Lug Only,4,8,Outdoor,Surface,,LOAD-CENTER-Siemens-W0408L1125SPA60
"Siemens 125A Main Lug Only Loadcenter, 4 Space, 8 Circuit, Outdoor, Surface Mount",Siemens,W0408ML1125,125,Main Lug Only,4,8,Outdoor,Surface,,LOAD-CENTER-Siemens-W0408ML1125
"Siemens 125A Main Lug Only Loadcenter, 8 Space, 16 Circuit, Outdoor, Surface Mount",Siemens,W0816ML1125CU,125,Main Lug Only,8,16,Outdoor,Surface,,LOAD-CENTER-Siemens-W0816ML1125CU
"Siemens 200A Main Breaker Enclosure Loadcenter, 1 Space, 1 Circuit, Outdoor, Surface Mount, DISCONTINUED",Siemens,WB2200BQR,200,Main Breaker Enclosure,1,1,Outdoor,Surface,DISCONTINUED,LOAD-CENTER-Siemens-WB2200BQR
